row,filename,community,degree,betweenness,closeness,eigenvector
281,fpsyg-14-1099138.pdf,1,0.1036,0.0041,0.4367,0.1071
282,fpsyg-14-1110108.pdf,1,0.0881,0.0036,0.4187,0.0768
283,fpsyg-14-1150707.pdf,1,0.0389,0.0006,0.4046,0.0545
284,fpsyg-14-1155118.pdf,1,0.0518,0.0011,0.4059,0.0528
285,fpsyg-14-1173425.pdf,1,0.0415,0.0115,0.4017,0.0277
286,fpsyg-14-1193854.pdf,2,0.0622,0.0041,0.4352,0.0496
287,fpsyg-15-1383207.pdf,1,0.0466,0.0018,0.4232,0.0421
288,fpsyg-16-1524804.pdf,3,0.0725,0.0079,0.4251,0.0454
289,fpubh-10-796321.pdf,0,0.057,0.0045,0.4137,0.033
290,g%C3%BCnther-et-al-2022-the-joint-role-of-hrm-and-leadership-for-teleworker-well-being-an-analysis-during-the-covid-19.pdf,1,0.1399,0.0078,0.4634,0.1306
291,glavin-et-al-2024-private-eyes-they-see-your-every-move-workplace-surveillance-and-worker-well-being.pdf,5,0.0648,0.0103,0.4177,0.036
292,"google,+qems_v5_i6_1227-1240_3333.pdf",3,0.0959,0.0073,0.4352,0.0671
293,gualano-et-al-2022-telework-related-stress-%28terra%29-psychological-and-physical-strain-of-working-from-home-during-the.pdf,1,0.044,0.0015,0.3939,0.0479
294,guti%C3%A9rrez-crocco-et-al-2023-the-impact-of-remote-work-on-managerial-compliance-changes-in-the-control-regime-over-line.pdf,2,0.0518,0.0019,0.4164,0.0466
295,haun-et-al-2022-boundary-management-and-recovery-when-working-from-home-the-moderating-roles-of-segmentation-preference.pdf,1,0.0492,0.0005,0.3996,0.0566
296,healthcare-11-00446-v2.pdf,0,0.0466,0.0019,0.3635,0.0254
297,healthcare-13-01943-v2.pdf,0,0.1891,0.0372,0.473,0.0863
298,ijerph-18-05458.pdf,0,0.0415,0.0089,0.3807,0.021
299,ijerph-18-10302-v2.pdf,0,0.0466,0.0003,0.3594,0.0216
300,ijerph-19-01267.pdf,0,0.0751,0.0021,0.4,0.0421
301,ijerph-19-02602-v2.pdf,0,0.0466,0.002,0.3584,0.0181
302,ijerph-19-03837-v3.pdf,0,0.044,0.003,0.3795,0.0217
303,ijerph-19-03879-v2.pdf,0,0.0881,0.0043,0.3883,0.0325
304,ijerph-19-04955-v2.pdf,0,0.0466,0.0035,0.4059,0.027
305,ijerph-19-12016-v3.pdf,0,0.0596,0.0039,0.381,0.0254
306,ijerph-20-01811-v2.pdf,0,0.0518,0.0003,0.3611,0.0251
307,ijerph-20-04182.pdf,0,0.0389,0.0083,0.3525,0.0119
308,ijerph-20-04781.pdf,0,0.0466,0.001,0.3528,0.0215
309,ijm-05-2022-0223.pdf,0,0.0415,0.0002,0.3795,0.0282
310,ijwhm-02-2021-0042.pdf,0,0.0622,0.0011,0.3955,0.03
311,intr-01-2025-0041en.pdf,3,0.0648,0.0024,0.4298,0.0622
312,iwad014.pdf,5,0.0389,0.008,0.3618,0.0136
313,jcom-02-2023-0023.pdf,0,0.1088,0.0068,0.4275,0.0556
314,jeet-08-2024-0023.pdf,0,0.0518,0.0043,0.4205,0.0308
315,joem-64-e811.pdf,0,0.0389,0.0015,0.3726,0.0231
316,journal.pone.0323385.pdf,1,0.0415,0.0023,0.408,0.0383
317,kim-et-al-2025-navigating-leadership-in-hybrid-or-remote-workplaces-a-systematic-review-of-employee-engagement.pdf,4,0.0907,0.0059,0.4284,0.0483
318,"leonardobattista,+6+Molè+2+2022+Theme.pdf",5,0.0415,0.0019,0.3404,0.0097
319,lodj-09-2023-0490.pdf,0,0.0389,0.0011,0.3947,0.0223
320,main copy.pdf,1,0.044,0.0051,0.4055,0.043
321,main-2 copy.pdf,2,0.0415,0.0031,0.3759,0.0346
322,main-3.pdf,2,0.0492,0.0007,0.42,0.0579
323,mastersthesis_paloly_santhoshkumar_haritha.pdf,3,0.0389,0.0166,0.4102,0.0233
324,merits-03-00010-v2.pdf,0,0.0466,0.0059,0.4017,0.024
325,metselaar-et-al-2022-teleworking-at-different-locations-outside-the-office-consequences-for-perceived-performance-and.pdf,1,0.0855,0.0017,0.4177,0.0905
326,mohase-et-al-2025-inclusive-leadership-psychological-safety-and-employee-voice-in-remote-and-hybrid-work-employees.pdf,4,0.0415,0.001,0.3814,0.0212
327,mumtaz-2024-working-remotely-feeling-remote-the-role-of-digitally-mediated-communication-in-shaping-the-identity-of.pdf,4,0.0415,0.0064,0.4106,0.0202
328,neu_4f18wr938.pdf,4,0.0622,0.002,0.3856,0.0292
329,neu_ms397g103.pdf,4,0.0596,0.001,0.3561,0.0201
330,nordenmark-vinberg-2023-working-from-home-work-life-conflict-and-mental-wellbeing-in-europe-during-the-covid-19-pandemic.pdf,0,0.0466,0.005,0.4038,0.0395
331,out.pdf,2,0.0881,0.0036,0.4318,0.0793
332,papadonikolaki-morgan-2025-leading-psychologically-safe-digitally-enabled-project-teams.pdf,4,0.0492,0.0047,0.4042,0.0252
333,pink-harper-rauhaus-2023-an-examination-of-telework-policies-balancing-work-life-demands-during-the-new-normal.pdf,2,0.0389,0.0028,0.3899,0.0415
334,proceedings-82-00084.pdf,0,0.0466,0.0006,0.3554,0.0192
335,qin-2024-the-impact-of-organization-employee-dialogic-communication-on-employee-engagement-in-remote-work.pdf,4,0.0389,0.0033,0.3715,0.0216
336,rTdrqN64CyxbCtsx4mNjVWN.pdf,1,0.0518,0.0016,0.3983,0.0516
337,rbmt-21-03-e20221003.pdf,1,0.0466,0.0026,0.3988,0.0409
338,rege-07-2021-0116.pdf,0,0.0907,0.0038,0.3943,0.0486
339,remote_work_jsis.pdf,3,0.0389,0.0038,0.412,0.0356
340,s10111-022-00693-4.pdf,1,0.1036,0.0053,0.4371,0.1
341,s10639-025-13459-y.pdf,1,0.0466,0.0028,0.3935,0.0328
342,s11482-024-10340-x.pdf,1,0.101,0.0017,0.4337,0.1164
343,s12144-022-02873-x.pdf,1,0.0415,0.0005,0.3992,0.0493
344,s12144-022-03492-2.pdf,2,0.0492,0.0014,0.4111,0.0557
345,s12144-023-04250-8.pdf,1,0.0984,0.0043,0.427,0.1001
346,s12599-024-00866-7.pdf,5,0.0415,0.0,0.341,0.0099
347,s12889-024-18178-6.pdf,1,0.044,0.0042,0.3755,0.033
348,s40299-022-00706-w.pdf,1,0.0415,0.0027,0.3872,0.0356
349,s41598-024-63518-6.pdf,4,0.0415,0.0024,0.3879,0.0322
350,s44202-025-00342-7.pdf,2,0.0959,0.0015,0.4457,0.1019
351,shah-et-al-2024-unlocking-the-work-life-equation-critical-analysis-of-telework-factors-for-optimal-balance-in-the-it.pdf,1,0.1166,0.0063,0.4552,0.1112
352,socsci-13-00036.pdf,0,0.0389,0.0052,0.386,0.0257
353,sokolic-2022-remote_work_and_hybrid_work-efri_5505-publishedversion-blfu2z-s.pdf,2,0.057,0.0009,0.4012,0.0627
354,ssrn-4092787.pdf,5,0.0699,0.0073,0.3891,0.0306
355,ssrn-4518524.pdf,2,0.1295,0.0058,0.4612,0.1194
356,ssrn-4810633.pdf,1,0.0415,0.005,0.3883,0.0296
357,ssrn-49323612.pdf,0,0.0492,0.0051,0.4137,0.0272
358,ssrn-5041183.pdf,2,0.1218,0.0063,0.4411,0.103
359,ssrn-5085236.pdf,0,0.0389,0.007,0.3951,0.0223
360,ssrn-5106503.pdf,2,0.044,0.0099,0.4008,0.0235
361,ssrn-5580850.pdf,3,0.0622,0.0029,0.4137,0.0444
362,ssrn-6107886.pdf,3,0.0699,0.0011,0.4089,0.0579
363,sustainability-14-04220-v2.pdf,0,0.044,0.0023,0.3515,0.0175
364,sustainability-14-04220.pdf,2,0.0389,0.0033,0.4033,0.0384
365,sustainability-14-05745.pdf,0,0.044,0.0005,0.3621,0.0238
366,sustainability-14-05778-v2.pdf,0,0.1244,0.0091,0.4076,0.0615
367,sustainability-14-07146.pdf,0,0.0674,0.0058,0.3818,0.0315
368,sustainability-14-11722.pdf,0,0.1347,0.0055,0.405,0.0647
369,sustainability-14-11874-v2.pdf,0,0.0674,0.0013,0.3673,0.0322
370,sustainability-14-16108.pdf,0,0.0466,0.0003,0.3525,0.0259
371,sustainability-15-05952-v2.pdf,0,0.0415,0.0013,0.3561,0.0215
372,sustainability-15-10631-v2.pdf,0,0.0544,0.0002,0.3577,0.0285
373,sustainability-15-12489.pdf,0,0.0544,0.0015,0.3722,0.0219
374,sustainability-16-08278-v2.pdf,0,0.0596,0.0008,0.3683,0.024
375,sustainability-17-01342.pdf,0,0.057,0.0011,0.3841,0.0272
376,sustainability-17-02830.pdf,0,0.057,0.003,0.408,0.0311
377,sustainability-18-04039.pdf,0,0.0544,0.0004,0.3567,0.0277
378,systems-10-00134.pdf,0,0.0855,0.0051,0.3935,0.0401
379,telework_2024_AAM.pdf,1,0.0803,0.0009,0.4223,0.0931
380,the-effects-of-being-under-watch-the-impact-of-electronic-monitoring-on-remote-workers-psychological-safety.pdf,0,0.0466,0.0016,0.3814,0.0209
381,weisman-et-al-2022-antecedents-of-organizational-identification-a-review-and-agenda-for-future-research.pdf,4,0.0466,0.0057,0.3971,0.0225
382,zmad007.pdf,0,0.0466,0.0019,0.3459,0.0152
383,zmad020.pdf,2,0.0389,0.0101,0.4093,0.0227
384,"Актуальні+питання+економічних+наук_Ortynska,+A.pdf",3,0.0466,0.0022,0.3903,0.0395
385,“I_have_to_be_always_on”_–_man.pdf,0,0.0415,0.001,0.3601,0.0211
386,“Technology_is_killing_me!”_t.pdf,0,0.0751,0.0024,0.3833,0.0329
